series_id,year,period,label,value
Alabama,2017,M01,2017 Jan,5.5
Alabama,2017,M02,2017 Feb,5.3
Alabama,2017,M03,2017 Mar,5.1
Alabama,2017,M04,2017 Apr,4.9
Alabama,2017,M05,2017 May,4.7
Alabama,2017,M06,2017 Jun,4.5
Alabama,2017,M07,2017 Jul,4.4
Alabama,2017,M08,2017 Aug,4.3
Alabama,2017,M09,2017 Sep,4.2
Alabama,2017,M10,2017 Oct,4.1
Alabama,2017,M11,2017 Nov,4
Alabama,2017,M12,2017 Dec,4
Alabama,2018,M01,2018 Jan,4
Alabama,2018,M02,2018 Feb,4
Alabama,2018,M03,2018 Mar,4
Alabama,2018,M04,2018 Apr,4
Alabama,2018,M05,2018 May,4
Alabama,2018,M06,2018 Jun,4
Alabama,2018,M07,2018 Jul,4
Alabama,2018,M08,2018 Aug,3.9
Alabama,2018,M09,2018 Sep,3.9
Alabama,2018,M10,2018 Oct,3.8
Alabama,2018,M11,2018 Nov,3.8
Alabama,2018,M12,2018 Dec,3.7
Alabama,2019,M01,2019 Jan,3.6
Alabama,2019,M02,2019 Feb,3.5
Alabama,2019,M03,2019 Mar,3.3
Alabama,2019,M04,2019 Apr,3.2
Alabama,2019,M05,2019 May,3.1
Alabama,2019,M06,2019 Jun,2.9
Alabama,2019,M07,2019 Jul,2.9
Alabama,2019,M08,2019 Aug,2.8
Alabama,2019,M09,2019 Sep,2.8
Alabama,2019,M10,2019 Oct,2.8
Alabama,2019,M11,2019 Nov,2.7
Alabama,2019,M12,2019 Dec,2.7
Alabama,2020,M01,2020 Jan,2.7
Alabama,2020,M02,2020 Feb,2.6
Alabama,2020,M03,2020 Mar,2.6
Alabama,2020,M04,2020 Apr,13.2
Alabama,2020,M05,2020 May,7.9
Alabama,2020,M06,2020 Jun,7.7
Alabama,2020,M07,2020 Jul,7.4
Alabama,2020,M08,2020 Aug,7.1
Alabama,2020,M09,2020 Sep,6.7
Alabama,2020,M10,2020 Oct,4.7
Alabama,2020,M11,2020 Nov,4.7
Alabama,2020,M12,2020 Dec,4.7
Alabama,2021,M01,2021 Jan,4.3
Alabama,2021,M02,2021 Feb,4
Alabama,2021,M03,2021 Mar,3.8
Alabama,2021,M04,2021 Apr,3.6
Alabama,2021,M05,2021 May,3.4
Alabama,2021,M06,2021 Jun,3.3
Alabama,2021,M07,2021 Jul,3.2
Alabama,2021,M08,2021 Aug,3.1
Alabama,2021,M09,2021 Sep,3.1
Alabama,2021,M10,2021 Oct,3.1
Alaska,2017,M01,2017 Jan,6.6
Alaska,2017,M02,2017 Feb,6.6
Alaska,2017,M03,2017 Mar,6.5
Alaska,2017,M04,2017 Apr,6.5
Alaska,2017,M05,2017 May,6.5
Alaska,2017,M06,2017 Jun,6.5
Alaska,2017,M07,2017 Jul,6.5
Alaska,2017,M08,2017 Aug,6.5
Alaska,2017,M09,2017 Sep,6.5
Alaska,2017,M10,2017 Oct,6.5
Alaska,2017,M11,2017 Nov,6.4
Alaska,2017,M12,2017 Dec,6.4
Alaska,2018,M01,2018 Jan,6.3
Alaska,2018,M02,2018 Feb,6.2
Alaska,2018,M03,2018 Mar,6.1
Alaska,2018,M04,2018 Apr,6
Alaska,2018,M05,2018 May,5.9
Alaska,2018,M06,2018 Jun,5.9
Alaska,2018,M07,2018 Jul,5.8
Alaska,2018,M08,2018 Aug,5.8
Alaska,2018,M09,2018 Sep,5.8
Alaska,2018,M10,2018 Oct,5.8
Alaska,2018,M11,2018 Nov,5.8
Alaska,2018,M12,2018 Dec,5.8
Alaska,2019,M01,2019 Jan,5.8
Alaska,2019,M02,2019 Feb,5.7
Alaska,2019,M03,2019 Mar,5.6
Alaska,2019,M04,2019 Apr,5.5
Alaska,2019,M05,2019 May,5.4
Alaska,2019,M06,2019 Jun,5.4
Alaska,2019,M07,2019 Jul,5.4
Alaska,2019,M08,2019 Aug,5.4
Alaska,2019,M09,2019 Sep,5.3
Alaska,2019,M10,2019 Oct,5.2
Alaska,2019,M11,2019 Nov,5
Alaska,2019,M12,2019 Dec,5
Alaska,2020,M01,2020 Jan,5
Alaska,2020,M02,2020 Feb,5.1
Alaska,2020,M03,2020 Mar,5.1
Alaska,2020,M04,2020 Apr,11.8
Alaska,2020,M05,2020 May,11.6
Alaska,2020,M06,2020 Jun,11.3
Alaska,2020,M07,2020 Jul,11
Alaska,2020,M08,2020 Aug,7.2
Alaska,2020,M09,2020 Sep,7
Alaska,2020,M10,2020 Oct,6.5
Alaska,2020,M11,2020 Nov,6.5
Alaska,2020,M12,2020 Dec,6.5
Alaska,2021,M01,2021 Jan,6.6
Alaska,2021,M02,2021 Feb,6.6
Alaska,2021,M03,2021 Mar,6.7
Alaska,2021,M04,2021 Apr,6.7
Alaska,2021,M05,2021 May,6.6
Alaska,2021,M06,2021 Jun,6.6
Alaska,2021,M07,2021 Jul,6.6
Alaska,2021,M08,2021 Aug,6.4
Alaska,2021,M09,2021 Sep,6.3
Alaska,2021,M10,2021 Oct,6.1
Arizona,2017,M01,2017 Jan,5.2
Arizona,2017,M02,2017 Feb,5.2
Arizona,2017,M03,2017 Mar,5.1
Arizona,2017,M04,2017 Apr,5
Arizona,2017,M05,2017 May,5
Arizona,2017,M06,2017 Jun,4.9
Arizona,2017,M07,2017 Jul,4.9
Arizona,2017,M08,2017 Aug,4.8
Arizona,2017,M09,2017 Sep,4.8
Arizona,2017,M10,2017 Oct,4.8
Arizona,2017,M11,2017 Nov,4.9
Arizona,2017,M12,2017 Dec,4.9
Arizona,2018,M01,2018 Jan,4.9
Arizona,2018,M02,2018 Feb,4.8
Arizona,2018,M03,2018 Mar,4.8
Arizona,2018,M04,2018 Apr,4.7
Arizona,2018,M05,2018 May,4.7
Arizona,2018,M06,2018 Jun,4.7
Arizona,2018,M07,2018 Jul,4.7
Arizona,2018,M08,2018 Aug,4.8
Arizona,2018,M09,2018 Sep,4.8
Arizona,2018,M10,2018 Oct,4.9
Arizona,2018,M11,2018 Nov,5
Arizona,2018,M12,2018 Dec,5
Arizona,2019,M01,2019 Jan,5
Arizona,2019,M02,2019 Feb,5
Arizona,2019,M03,2019 Mar,5
Arizona,2019,M04,2019 Apr,4.9
Arizona,2019,M05,2019 May,4.9
Arizona,2019,M06,2019 Jun,4.9
Arizona,2019,M07,2019 Jul,4.9
Arizona,2019,M08,2019 Aug,4.8
Arizona,2019,M09,2019 Sep,4.8
Arizona,2019,M10,2019 Oct,4.7
Arizona,2019,M11,2019 Nov,4.7
Arizona,2019,M12,2019 Dec,4.7
Arizona,2020,M01,2020 Jan,4.8
Arizona,2020,M02,2020 Feb,4.9
Arizona,2020,M03,2020 Mar,5
Arizona,2020,M04,2020 Apr,14.2
Arizona,2020,M05,2020 May,10.6
Arizona,2020,M06,2020 Jun,10.7
Arizona,2020,M07,2020 Jul,10.4
Arizona,2020,M08,2020 Aug,7
Arizona,2020,M09,2020 Sep,6.9
Arizona,2020,M10,2020 Oct,6.8
Arizona,2020,M11,2020 Nov,6.8
Arizona,2020,M12,2020 Dec,6.8
Arizona,2021,M01,2021 Jan,6.7
Arizona,2021,M02,2021 Feb,6.9
Arizona,2021,M03,2021 Mar,6.7
Arizona,2021,M04,2021 Apr,6.7
Arizona,2021,M05,2021 May,6.7
Arizona,2021,M06,2021 Jun,6.8
Arizona,2021,M07,2021 Jul,6.6
Arizona,2021,M08,2021 Aug,6.2
Arizona,2021,M09,2021 Sep,5.7
Arizona,2021,M10,2021 Oct,5.2
Arkansas,2017,M01,2017 Jan,3.8
Arkansas,2017,M02,2017 Feb,3.7
Arkansas,2017,M03,2017 Mar,3.7
Arkansas,2017,M04,2017 Apr,3.7
Arkansas,2017,M05,2017 May,3.7
Arkansas,2017,M06,2017 Jun,3.7
Arkansas,2017,M07,2017 Jul,3.7
Arkansas,2017,M08,2017 Aug,3.7
Arkansas,2017,M09,2017 Sep,3.8
Arkansas,2017,M10,2017 Oct,3.8
Arkansas,2017,M11,2017 Nov,3.8
Arkansas,2017,M12,2017 Dec,3.8
Arkansas,2018,M01,2018 Jan,3.8
Arkansas,2018,M02,2018 Feb,3.8
Arkansas,2018,M03,2018 Mar,3.7
Arkansas,2018,M04,2018 Apr,3.7
Arkansas,2018,M05,2018 May,3.6
Arkansas,2018,M06,2018 Jun,3.6
Arkansas,2018,M07,2018 Jul,3.6
Arkansas,2018,M08,2018 Aug,3.6
Arkansas,2018,M09,2018 Sep,3.6
Arkansas,2018,M10,2018 Oct,3.6
Arkansas,2018,M11,2018 Nov,3.7
Arkansas,2018,M12,2018 Dec,3.7
Arkansas,2019,M01,2019 Jan,3.6
Arkansas,2019,M02,2019 Feb,3.6
Arkansas,2019,M03,2019 Mar,3.5
Arkansas,2019,M04,2019 Apr,3.4
Arkansas,2019,M05,2019 May,3.4
Arkansas,2019,M06,2019 Jun,3.5
Arkansas,2019,M07,2019 Jul,3.5
Arkansas,2019,M08,2019 Aug,3.5
Arkansas,2019,M09,2019 Sep,3.5
Arkansas,2019,M10,2019 Oct,3.5
Arkansas,2019,M11,2019 Nov,3.5
Arkansas,2019,M12,2019 Dec,3.6
Arkansas,2020,M01,2020 Jan,3.7
Arkansas,2020,M02,2020 Feb,3.8
Arkansas,2020,M03,2020 Mar,3.9
Arkansas,2020,M04,2020 Apr,10
Arkansas,2020,M05,2020 May,8.5
Arkansas,2020,M06,2020 Jun,7.8
Arkansas,2020,M07,2020 Jul,7.1
Arkansas,2020,M08,2020 Aug,6.5
Arkansas,2020,M09,2020 Sep,5.9
Arkansas,2020,M10,2020 Oct,5.6
Arkansas,2020,M11,2020 Nov,5.3
Arkansas,2020,M12,2020 Dec,4.9
Arkansas,2021,M01,2021 Jan,4.6
Arkansas,2021,M02,2021 Feb,4.5
Arkansas,2021,M03,2021 Mar,4.4
Arkansas,2021,M04,2021 Apr,4.4
Arkansas,2021,M05,2021 May,4.4
Arkansas,2021,M06,2021 Jun,4.4
Arkansas,2021,M07,2021 Jul,4.3
Arkansas,2021,M08,2021 Aug,4.2
Arkansas,2021,M09,2021 Sep,4
Arkansas,2021,M10,2021 Oct,3.7
California,2017,M01,2017 Jan,5.3
California,2017,M02,2017 Feb,5.2
California,2017,M03,2017 Mar,5.1
California,2017,M04,2017 Apr,5
California,2017,M05,2017 May,4.9
California,2017,M06,2017 Jun,4.8
California,2017,M07,2017 Jul,4.8
California,2017,M08,2017 Aug,4.7
California,2017,M09,2017 Sep,4.7
California,2017,M10,2017 Oct,4.6
California,2017,M11,2017 Nov,4.5
California,2017,M12,2017 Dec,4.5
California,2018,M01,2018 Jan,4.4
California,2018,M02,2018 Feb,4.4
California,2018,M03,2018 Mar,4.3
California,2018,M04,2018 Apr,4.3
California,2018,M05,2018 May,4.2
California,2018,M06,2018 Jun,4.2
California,2018,M07,2018 Jul,4.2
California,2018,M08,2018 Aug,4.2
California,2018,M09,2018 Sep,4.2
California,2018,M10,2018 Oct,4.3
California,2018,M11,2018 Nov,4.3
California,2018,M12,2018 Dec,4.3
California,2019,M01,2019 Jan,4.3
California,2019,M02,2019 Feb,4.3
California,2019,M03,2019 Mar,4.2
California,2019,M04,2019 Apr,4.1
California,2019,M05,2019 May,4.1
California,2019,M06,2019 Jun,4.1
California,2019,M07,2019 Jul,4.1
California,2019,M08,2019 Aug,4.1
California,2019,M09,2019 Sep,4.1
California,2019,M10,2019 Oct,4.1
California,2019,M11,2019 Nov,4.1
California,2019,M12,2019 Dec,4.2
California,2020,M01,2020 Jan,4.2
California,2020,M02,2020 Feb,4.3
California,2020,M03,2020 Mar,4.5
California,2020,M04,2020 Apr,16
California,2020,M05,2020 May,15.6
California,2020,M06,2020 Jun,14.1
California,2020,M07,2020 Jul,13.2
California,2020,M08,2020 Aug,12.3
California,2020,M09,2020 Sep,10.6
California,2020,M10,2020 Oct,9.8
California,2020,M11,2020 Nov,8.7
California,2020,M12,2020 Dec,9.3
California,2021,M01,2021 Jan,9
California,2021,M02,2021 Feb,8.5
California,2021,M03,2021 Mar,8.3
California,2021,M04,2021 Apr,8
California,2021,M05,2021 May,7.7
California,2021,M06,2021 Jun,7.6
California,2021,M07,2021 Jul,7.6
California,2021,M08,2021 Aug,7.5
California,2021,M09,2021 Sep,7.5
California,2021,M10,2021 Oct,7.3
Colorado,2017,M01,2017 Jan,2.6
Colorado,2017,M02,2017 Feb,2.5
Colorado,2017,M03,2017 Mar,2.4
Colorado,2017,M04,2017 Apr,2.4
Colorado,2017,M05,2017 May,2.4
Colorado,2017,M06,2017 Jun,2.5
Colorado,2017,M07,2017 Jul,2.6
Colorado,2017,M08,2017 Aug,2.7
Colorado,2017,M09,2017 Sep,2.8
Colorado,2017,M10,2017 Oct,2.8
Colorado,2017,M11,2017 Nov,2.8
Colorado,2017,M12,2017 Dec,2.9
Colorado,2018,M01,2018 Jan,2.9
Colorado,2018,M02,2018 Feb,2.9
Colorado,2018,M03,2018 Mar,2.9
Colorado,2018,M04,2018 Apr,3
Colorado,2018,M05,2018 May,3
Colorado,2018,M06,2018 Jun,3.1
Colorado,2018,M07,2018 Jul,3.1
Colorado,2018,M08,2018 Aug,3.1
Colorado,2018,M09,2018 Sep,3.1
Colorado,2018,M10,2018 Oct,3.1
Colorado,2018,M11,2018 Nov,3.1
Colorado,2018,M12,2018 Dec,3.1
Colorado,2019,M01,2019 Jan,3
Colorado,2019,M02,2019 Feb,2.9
Colorado,2019,M03,2019 Mar,2.8
Colorado,2019,M04,2019 Apr,2.7
Colorado,2019,M05,2019 May,2.6
Colorado,2019,M06,2019 Jun,2.6
Colorado,2019,M07,2019 Jul,2.6
Colorado,2019,M08,2019 Aug,2.6
Colorado,2019,M09,2019 Sep,2.5
Colorado,2019,M10,2019 Oct,2.5
Colorado,2019,M11,2019 Nov,2.5
Colorado,2019,M12,2019 Dec,2.6
Colorado,2020,M01,2020 Jan,2.7
Colorado,2020,M02,2020 Feb,2.8
Colorado,2020,M03,2020 Mar,4.7
Colorado,2020,M04,2020 Apr,12.1
Colorado,2020,M05,2020 May,11.6
Colorado,2020,M06,2020 Jun,11.3
Colorado,2020,M07,2020 Jul,7.4
Colorado,2020,M08,2020 Aug,7.1
Colorado,2020,M09,2020 Sep,7
Colorado,2020,M10,2020 Oct,6.9
Colorado,2020,M11,2020 Nov,6.9
Colorado,2020,M12,2020 Dec,6.9
Colorado,2021,M01,2021 Jan,6.6
Colorado,2021,M02,2021 Feb,6.4
Colorado,2021,M03,2021 Mar,6.4
Colorado,2021,M04,2021 Apr,6.4
Colorado,2021,M05,2021 May,6.2
Colorado,2021,M06,2021 Jun,6.2
Colorado,2021,M07,2021 Jul,6.1
Colorado,2021,M08,2021 Aug,5.9
Colorado,2021,M09,2021 Sep,5.6
Colorado,2021,M10,2021 Oct,5.4
Connecticut,2017,M01,2017 Jan,4.6
Connecticut,2017,M02,2017 Feb,4.5
Connecticut,2017,M03,2017 Mar,4.5
Connecticut,2017,M04,2017 Apr,4.5
Connecticut,2017,M05,2017 May,4.4
Connecticut,2017,M06,2017 Jun,4.4
Connecticut,2017,M07,2017 Jul,4.4
Connecticut,2017,M08,2017 Aug,4.4
Connecticut,2017,M09,2017 Sep,4.3
Connecticut,2017,M10,2017 Oct,4.3
Connecticut,2017,M11,2017 Nov,4.3
Connecticut,2017,M12,2017 Dec,4.3
Connecticut,2018,M01,2018 Jan,4.2
Connecticut,2018,M02,2018 Feb,4.2
Connecticut,2018,M03,2018 Mar,4.1
Connecticut,2018,M04,2018 Apr,4
Connecticut,2018,M05,2018 May,4
Connecticut,2018,M06,2018 Jun,3.9
Connecticut,2018,M07,2018 Jul,3.8
Connecticut,2018,M08,2018 Aug,3.8
Connecticut,2018,M09,2018 Sep,3.8
Connecticut,2018,M10,2018 Oct,3.8
Connecticut,2018,M11,2018 Nov,3.7
Connecticut,2018,M12,2018 Dec,3.7
Connecticut,2019,M01,2019 Jan,3.7
Connecticut,2019,M02,2019 Feb,3.7
Connecticut,2019,M03,2019 Mar,3.6
Connecticut,2019,M04,2019 Apr,3.6
Connecticut,2019,M05,2019 May,3.5
Connecticut,2019,M06,2019 Jun,3.5
Connecticut,2019,M07,2019 Jul,3.5
Connecticut,2019,M08,2019 Aug,3.6
Connecticut,2019,M09,2019 Sep,3.6
Connecticut,2019,M10,2019 Oct,3.6
Connecticut,2019,M11,2019 Nov,3.6
Connecticut,2019,M12,2019 Dec,3.6
Connecticut,2020,M01,2020 Jan,3.7
Connecticut,2020,M02,2020 Feb,3.7
Connecticut,2020,M03,2020 Mar,3.8
Connecticut,2020,M04,2020 Apr,8.6
Connecticut,2020,M05,2020 May,11.4
Connecticut,2020,M06,2020 Jun,11.4
Connecticut,2020,M07,2020 Jul,11.3
Connecticut,2020,M08,2020 Aug,8.4
Connecticut,2020,M09,2020 Sep,8.3
Connecticut,2020,M10,2020 Oct,8.2
Connecticut,2020,M11,2020 Nov,8.2
Connecticut,2020,M12,2020 Dec,8.2
Connecticut,2021,M01,2021 Jan,8.1
Connecticut,2021,M02,2021 Feb,8.5
Connecticut,2021,M03,2021 Mar,8.3
Connecticut,2021,M04,2021 Apr,8.1
Connecticut,2021,M05,2021 May,8.1
Connecticut,2021,M06,2021 Jun,7.7
Connecticut,2021,M07,2021 Jul,7.3
Connecticut,2021,M08,2021 Aug,7.2
Connecticut,2021,M09,2021 Sep,6.8
Connecticut,2021,M10,2021 Oct,6.4
Delaware,2017,M01,2017 Jan,4.7
Delaware,2017,M02,2017 Feb,4.6
Delaware,2017,M03,2017 Mar,4.6
Delaware,2017,M04,2017 Apr,4.5
Delaware,2017,M05,2017 May,4.5
Delaware,2017,M06,2017 Jun,4.4
Delaware,2017,M07,2017 Jul,4.4
Delaware,2017,M08,2017 Aug,4.4
Delaware,2017,M09,2017 Sep,4.4
Delaware,2017,M10,2017 Oct,4.4
Delaware,2017,M11,2017 Nov,4.3
Delaware,2017,M12,2017 Dec,4.2
Delaware,2018,M01,2018 Jan,4.1
Delaware,2018,M02,2018 Feb,4
Delaware,2018,M03,2018 Mar,3.9
Delaware,2018,M04,2018 Apr,3.8
Delaware,2018,M05,2018 May,3.7
Delaware,2018,M06,2018 Jun,3.6
Delaware,2018,M07,2018 Jul,3.6
Delaware,2018,M08,2018 Aug,3.6
Delaware,2018,M09,2018 Sep,3.6
Delaware,2018,M10,2018 Oct,3.5
Delaware,2018,M11,2018 Nov,3.5
Delaware,2018,M12,2018 Dec,3.5
Delaware,2019,M01,2019 Jan,3.5
Delaware,2019,M02,2019 Feb,3.5
Delaware,2019,M03,2019 Mar,3.4
Delaware,2019,M04,2019 Apr,3.4
Delaware,2019,M05,2019 May,3.4
Delaware,2019,M06,2019 Jun,3.5
Delaware,2019,M07,2019 Jul,3.6
Delaware,2019,M08,2019 Aug,3.7
Delaware,2019,M09,2019 Sep,3.8
Delaware,2019,M10,2019 Oct,3.9
Delaware,2019,M11,2019 Nov,4
Delaware,2019,M12,2019 Dec,4.1
Delaware,2020,M01,2020 Jan,4.3
Delaware,2020,M02,2020 Feb,4.5
Delaware,2020,M03,2020 Mar,4.8
Delaware,2020,M04,2020 Apr,13.4
Delaware,2020,M05,2020 May,13.3
Delaware,2020,M06,2020 Jun,12.9
Delaware,2020,M07,2020 Jul,8.3
Delaware,2020,M08,2020 Aug,7.9
Delaware,2020,M09,2020 Sep,7.6
Delaware,2020,M10,2020 Oct,5.7
Delaware,2020,M11,2020 Nov,5.8
Delaware,2020,M12,2020 Dec,5.9
Delaware,2021,M01,2021 Jan,6.1
Delaware,2021,M02,2021 Feb,6.3
Delaware,2021,M03,2021 Mar,6.5
Delaware,2021,M04,2021 Apr,6.4
Delaware,2021,M05,2021 May,5.9
Delaware,2021,M06,2021 Jun,5.8
Delaware,2021,M07,2021 Jul,5.6
Delaware,2021,M08,2021 Aug,5.4
Delaware,2021,M09,2021 Sep,5.4
Delaware,2021,M10,2021 Oct,5.3
Florida,2017,M01,2017 Jan,4.7
Florida,2017,M02,2017 Feb,4.5
Florida,2017,M03,2017 Mar,4.4
Florida,2017,M04,2017 Apr,4.3
Florida,2017,M05,2017 May,4.3
Florida,2017,M06,2017 Jun,4.2
Florida,2017,M07,2017 Jul,4.2
Florida,2017,M08,2017 Aug,4.2
Florida,2017,M09,2017 Sep,4.1
Florida,2017,M10,2017 Oct,4.1
Florida,2017,M11,2017 Nov,4
Florida,2017,M12,2017 Dec,4
Florida,2018,M01,2018 Jan,3.9
Florida,2018,M02,2018 Feb,3.9
Florida,2018,M03,2018 Mar,3.8
Florida,2018,M04,2018 Apr,3.7
Florida,2018,M05,2018 May,3.6
Florida,2018,M06,2018 Jun,3.6
Florida,2018,M07,2018 Jul,3.5
Florida,2018,M08,2018 Aug,3.5
Florida,2018,M09,2018 Sep,3.5
Florida,2018,M10,2018 Oct,3.5
Florida,2018,M11,2018 Nov,3.5
Florida,2018,M12,2018 Dec,3.5
Florida,2019,M01,2019 Jan,3.5
Florida,2019,M02,2019 Feb,3.4
Florida,2019,M03,2019 Mar,3.4
Florida,2019,M04,2019 Apr,3.3
Florida,2019,M05,2019 May,3.3
Florida,2019,M06,2019 Jun,3.2
Florida,2019,M07,2019 Jul,3.3
Florida,2019,M08,2019 Aug,3.3
Florida,2019,M09,2019 Sep,3.2
Florida,2019,M10,2019 Oct,3.2
Florida,2019,M11,2019 Nov,3.2
Florida,2019,M12,2019 Dec,3.2
Florida,2020,M01,2020 Jan,3.3
Florida,2020,M02,2020 Feb,3.3
Florida,2020,M03,2020 Mar,4.9
Florida,2020,M04,2020 Apr,14
Florida,2020,M05,2020 May,14.2
Florida,2020,M06,2020 Jun,11.6
Florida,2020,M07,2020 Jul,11.5
Florida,2020,M08,2020 Aug,7.9
Florida,2020,M09,2020 Sep,7.2
Florida,2020,M10,2020 Oct,5.8
Florida,2020,M11,2020 Nov,5.4
Florida,2020,M12,2020 Dec,5.1
Florida,2021,M01,2021 Jan,4.8
Florida,2021,M02,2021 Feb,4.7
Florida,2021,M03,2021 Mar,4.7
Florida,2021,M04,2021 Apr,4.8
Florida,2021,M05,2021 May,4.9
Florida,2021,M06,2021 Jun,5
Florida,2021,M07,2021 Jul,5.1
Florida,2021,M08,2021 Aug,5
Florida,2021,M09,2021 Sep,4.8
Florida,2021,M10,2021 Oct,4.6
Georgia,2017,M01,2017 Jan,5.2
Georgia,2017,M02,2017 Feb,5.1
Georgia,2017,M03,2017 Mar,5
Georgia,2017,M04,2017 Apr,4.9
Georgia,2017,M05,2017 May,4.9
Georgia,2017,M06,2017 Jun,4.8
Georgia,2017,M07,2017 Jul,4.7
Georgia,2017,M08,2017 Aug,4.6
Georgia,2017,M09,2017 Sep,4.6
Georgia,2017,M10,2017 Oct,4.5
Georgia,2017,M11,2017 Nov,4.5
Georgia,2017,M12,2017 Dec,4.4
Georgia,2018,M01,2018 Jan,4.3
Georgia,2018,M02,2018 Feb,4.3
Georgia,2018,M03,2018 Mar,4.2
Georgia,2018,M04,2018 Apr,4.1
Georgia,2018,M05,2018 May,4
Georgia,2018,M06,2018 Jun,4
Georgia,2018,M07,2018 Jul,3.9
Georgia,2018,M08,2018 Aug,3.9
Georgia,2018,M09,2018 Sep,3.9
Georgia,2018,M10,2018 Oct,3.9
Georgia,2018,M11,2018 Nov,3.9
Georgia,2018,M12,2018 Dec,3.9
Georgia,2019,M01,2019 Jan,3.9
Georgia,2019,M02,2019 Feb,3.8
Georgia,2019,M03,2019 Mar,3.7
Georgia,2019,M04,2019 Apr,3.6
Georgia,2019,M05,2019 May,3.6
Georgia,2019,M06,2019 Jun,3.5
Georgia,2019,M07,2019 Jul,3.5
Georgia,2019,M08,2019 Aug,3.5
Georgia,2019,M09,2019 Sep,3.4
Georgia,2019,M10,2019 Oct,3.3
Georgia,2019,M11,2019 Nov,3.3
Georgia,2019,M12,2019 Dec,3.3
Georgia,2020,M01,2020 Jan,3.3
Georgia,2020,M02,2020 Feb,3.5
Georgia,2020,M03,2020 Mar,3.6
Georgia,2020,M04,2020 Apr,12.5
Georgia,2020,M05,2020 May,9.4
Georgia,2020,M06,2020 Jun,8.4
Georgia,2020,M07,2020 Jul,7.6
Georgia,2020,M08,2020 Aug,7
Georgia,2020,M09,2020 Sep,6.5
Georgia,2020,M10,2020 Oct,5.9
Georgia,2020,M11,2020 Nov,5.6
Georgia,2020,M12,2020 Dec,5.3
Georgia,2021,M01,2021 Jan,5.1
Georgia,2021,M02,2021 Feb,4.8
Georgia,2021,M03,2021 Mar,4.5
Georgia,2021,M04,2021 Apr,4.3
Georgia,2021,M05,2021 May,4.1
Georgia,2021,M06,2021 Jun,4
Georgia,2021,M07,2021 Jul,3.7
Georgia,2021,M08,2021 Aug,3.5
Georgia,2021,M09,2021 Sep,3.3
Georgia,2021,M10,2021 Oct,3.1
Hawaii,2017,M01,2017 Jan,2.6
Hawaii,2017,M02,2017 Feb,2.5
Hawaii,2017,M03,2017 Mar,2.5
Hawaii,2017,M04,2017 Apr,2.4
Hawaii,2017,M05,2017 May,2.3
Hawaii,2017,M06,2017 Jun,2.2
Hawaii,2017,M07,2017 Jul,2.1
Hawaii,2017,M08,2017 Aug,2
Hawaii,2017,M09,2017 Sep,2
Hawaii,2017,M10,2017 Oct,2
Hawaii,2017,M11,2017 Nov,2
Hawaii,2017,M12,2017 Dec,2
Hawaii,2018,M01,2018 Jan,2.1
Hawaii,2018,M02,2018 Feb,2.1
Hawaii,2018,M03,2018 Mar,2.1
Hawaii,2018,M04,2018 Apr,2.2
Hawaii,2018,M05,2018 May,2.2
Hawaii,2018,M06,2018 Jun,2.3
Hawaii,2018,M07,2018 Jul,2.4
Hawaii,2018,M08,2018 Aug,2.4
Hawaii,2018,M09,2018 Sep,2.5
Hawaii,2018,M10,2018 Oct,2.6
Hawaii,2018,M11,2018 Nov,2.7
Hawaii,2018,M12,2018 Dec,2.7
Hawaii,2019,M01,2019 Jan,2.7
Hawaii,2019,M02,2019 Feb,2.7
Hawaii,2019,M03,2019 Mar,2.6
Hawaii,2019,M04,2019 Apr,2.6
Hawaii,2019,M05,2019 May,2.5
Hawaii,2019,M06,2019 Jun,2.5
Hawaii,2019,M07,2019 Jul,2.5
Hawaii,2019,M08,2019 Aug,2.4
Hawaii,2019,M09,2019 Sep,2.3
Hawaii,2019,M10,2019 Oct,2.2
Hawaii,2019,M11,2019 Nov,2.1
Hawaii,2019,M12,2019 Dec,2.1
Hawaii,2020,M01,2020 Jan,2
Hawaii,2020,M02,2020 Feb,2.1
Hawaii,2020,M03,2020 Mar,2.1
Hawaii,2020,M04,2020 Apr,21.9
Hawaii,2020,M05,2020 May,21.9
Hawaii,2020,M06,2020 Jun,14.1
Hawaii,2020,M07,2020 Jul,14.1
Hawaii,2020,M08,2020 Aug,14.1
Hawaii,2020,M09,2020 Sep,14.8
Hawaii,2020,M10,2020 Oct,14
Hawaii,2020,M11,2020 Nov,10.3
Hawaii,2020,M12,2020 Dec,10.3
Hawaii,2021,M01,2021 Jan,10.3
Hawaii,2021,M02,2021 Feb,9.2
Hawaii,2021,M03,2021 Mar,9.1
Hawaii,2021,M04,2021 Apr,8.5
Hawaii,2021,M05,2021 May,8
Hawaii,2021,M06,2021 Jun,7.7
Hawaii,2021,M07,2021 Jul,7.3
Hawaii,2021,M08,2021 Aug,7
Hawaii,2021,M09,2021 Sep,6.6
Hawaii,2021,M10,2021 Oct,6.3
Idaho,2017,M01,2017 Jan,3.4
Idaho,2017,M02,2017 Feb,3.4
Idaho,2017,M03,2017 Mar,3.3
Idaho,2017,M04,2017 Apr,3.2
Idaho,2017,M05,2017 May,3.1
Idaho,2017,M06,2017 Jun,3.1
Idaho,2017,M07,2017 Jul,3.1
Idaho,2017,M08,2017 Aug,3.1
Idaho,2017,M09,2017 Sep,3.1
Idaho,2017,M10,2017 Oct,3.1
